"","release_date","movie","production_budget","domestic_gross","worldwide_gross","distributor","mpaa_rating","genre"
"1972",1989-06-02,"Dead Poets Society",16400000,95860116,239500000,"Walt Disney","PG","Drama"
"1973",1994-12-16,"Dumb & Dumber",16000000,127175374,246400000,"New Line","PG-13","Comedy"
"1974",2000-05-19,"Road Trip",16000000,68525609,119739110,"Dreamworks SKG","R","Comedy"
"1975",1982-12-08,"The Verdict",16000000,53977250,53977250,"20th Century Fox","R","Drama"
"1976",1999-01-15,"Varsity Blues",16000000,52894169,54294169,"Paramount Pictures","R","Drama"
"1977",2012-05-25,"Moonrise Kingdom",16000000,45512466,68848446,"Focus Features","PG-13","Drama"
"1978",2011-11-25,"The Artist",16000000,44667095,128256712,"Weinstein Co","PG-13","Drama"
"1979",2002-08-02,"The Master of Disguise",16000000,40363530,40363530,"Sony Pictures","PG","Adventure"
"1980",2006-12-29,"El Laberinto del Fauno",16000000,37634615,87041569,"Picturehouse","R","Horror"
"1981",2007-02-02,"The Messengers",16000000,35374833,53774833,"Sony Pictures","PG-13","Horror"
"1982",2001-03-02,"See Spot Run",16000000,33357476,43057552,"Warner Bros","PG","Adventure"
"1983",1991-08-09,"Double Impact",16000000,29090445,29090445,"Sony Pictures","R","Action"
"1984",2001-06-27,"Baby Boy",16000000,28734552,28734552,"Sony Pictures","R","Drama"
"1985",2001-04-11,"Joe Dirt",16000000,27087695,30987695,"Sony Pictures","PG-13","Comedy"
"1986",2008-09-12,"The Women",16000000,26902075,50103808,"Picturehouse","PG-13","Comedy"
"1987",2007-04-20,"Hot Fuzz",16000000,23618786,81742618,"Focus Features","R","Comedy"
"1988",2008-08-15,"Vicky Cristina Barcelona",16000000,23216709,104504817,"MGM","PG-13","Comedy"
"1989",2018-06-13,"Superfly",16000000,20537137,20723581,"Sony Pictures","R","Action"
"1990",2010-03-12,"Remember Me",16000000,19068240,56506120,"Summit Entertainment","PG-13","Drama"
"1991",2002-10-11,"White Oleander",16000000,16357770,21657770,"Warner Bros","PG-13","Drama"
"1992",2000-03-03,"Drowning Mona",16000000,15427192,15980376,"Destination Films","PG-13","Comedy"
"1993",1987-01-30,"Radio Days",16000000,14792779,14792779,"Orion Pictures",NA,"Comedy"
"1994",2003-07-18,"How to Deal",16000000,14108518,14108518,"New Line","PG-13","Drama"
"1995",2004-05-28,"Soul Plane",16000000,13922211,14553807,"MGM","R","Comedy"
"1996",1988-12-09,"My Stepmother Is an Alien",16000000,13854000,13854000,"Sony Pictures","PG-13","Comedy"
"1997",2012-06-29,"People Like Us",16000000,12431792,12617472,"Walt Disney","PG-13","Drama"
"1998",2004-09-03,"The Cookout",16000000,11540112,11540112,"Lionsgate","PG-13","Comedy"
"1999",1979-10-19,"Meteor",16000000,8400000,8400000,"American Internatio",NA,"Action"
"2000",1986-03-07,"Highlander",16000000,5900000,12900000,"20th Century Fox","R","Action"
"2001",2016-11-18,"Bleed for This",16000000,5083906,6603926,"Open Road","R","Drama"
"2002",2000-09-15,"Duets",16000000,4734235,6615452,"Walt Disney","R","Drama"
"2003",1999-08-13,"Detroit Rock City",16000000,4217115,5825314,"New Line","R","Comedy"
"2004",2007-10-19,"Things We Lost in the Fire",16000000,3287315,8120148,"Paramount Pictures","R","Drama"
"2005",2014-05-16,"The Immigrant",16000000,2013456,7585011,"RADiUS TWC","R","Drama"
"2006",1997-08-15,"Steel",16000000,1686429,1686429,"Warner Bros","PG-13","Action"
"2007",2005-12-21,"The White Countess",16000000,1669971,2814566,"Sony Pictures Classics","PG-13","Drama"
"2008",2014-10-01,"Men, Women and Children",16000000,705908,1685403,"Paramount Pictures","R","Comedy"
"2009",2008-12-31,"Good",16000000,31631,31631,"ThinkFilm","R","Drama"
"2010",2002-06-21,"Juwanna Mann",15600000,13571817,13771817,"Warner Bros","PG-13","Comedy"
"2011",2007-06-08,"La M̫me",15500000,10299782,88611837,"Picturehouse","PG-13","Drama"
"2012",2002-11-15,"Ararat",15500000,1693000,1693000,"Miramax","R","Drama"
"2013",2005-04-22,"Madison",15500000,517262,517262,"MGM","PG","Drama"
"2014",2010-02-26,"The Yellow Handkerchief",15500000,318623,318623,"Samuel Goldwyn Films","PG-13","Drama"
"2015",2006-03-31,"Slither",15250000,7802450,12930343,"Universal","R","Horror"
"2016",1990-11-16,"Home Alone",15000000,285761243,476684675,"20th Century Fox","PG","Comedy"
"2017",1984-12-05,"Beverly Hills Cop",15000000,234760478,316300000,"Paramount Pictures","R","Action"
"2018",1986-05-16,"Top Gun",15000000,179800601,356799634,"Paramount Pictures","PG","Action"
"2019",1982-12-17,"Tootsie",15000000,177200000,177200000,"Sony Pictures","PG","Comedy"
"2020",1987-11-25,"3 Men and a Baby",15000000,167780960,167780960,"Walt Disney","PG","Comedy"
"2021",2010-11-26,"The King۪s Speech",15000000,138797449,430821168,"Weinstein Co","R","Drama"
"2022",1999-09-15,"American Beauty",15000000,130058047,356258047,"Dreamworks SKG","R","Drama"
"2023",2000-12-08,"Crouching Tiger, Hidden Dragon",15000000,128067808,213514672,"Sony Pictures Classics","PG-13","Action"
"2024",1988-12-09,"Twins",15000000,111936388,216600000,"Universal","PG","Comedy"
"2025",1996-12-20,"Scream",15000000,103046663,173046663,"Miramax","R","Horror"
"2026",2017-08-11,"Annabelle: Creation",15000000,102092201,305385888,"Warner Bros","R","Horror"
"2027",2013-10-25,"Jackass Presents: Bad Grandpa",15000000,102003019,160903019,"Paramount Pictures","R","Comedy"
"2028",1978-06-28,"Heaven Can Wait",15000000,98800000,98800000,"Paramount Pictures","PG","Comedy"
"2029",1985-12-18,"The Color Purple",15000000,93589701,93589701,"Warner Bros","PG-13","Drama"
"2030",2014-11-28,"The Imitation Game",15000000,91125143,227773686,"Weinstein Co","PG-13","Drama"
"2031",1988-03-30,"Beetlejuice",15000000,73326666,73326666,"Warner Bros","PG","Comedy"
"2032",1959-11-18,"Ben-Hur",15000000,73000000,73000000,"MGM","G","Adventure"
"2033",2013-01-18,"Mama",15000000,71628180,148095566,"Universal","PG-13","Horror"
"2034",1980-10-10,"Private Benjamin",15000000,69847348,69847348,"Warner Bros","R","Comedy"
"2035",1980-03-07,"Coal Miner's Daughter",15000000,67182787,67182787,"Universal","PG","Drama"
"2036",1987-03-06,"Lethal Weapon",15000000,65192350,120192350,"Warner Bros","R","Action"
"2037",2010-03-19,"Diary of a Wimpy Kid",15000000,64003625,76954311,"20th Century Fox","PG","Adventure"
"2038",1983-07-29,"National Lampoon۪s Vacation",15000000,61400000,61400000,"Warner Bros","R","Comedy"
"2039",2006-09-30,"The Queen",15000000,56441711,128885873,"Miramax","PG-13","Drama"
"2040",1994-12-21,"Little Women",15000000,50003303,50003303,"Sony Pictures","PG","Drama"
"2041",1979-01-01,"The Deer Hunter",15000000,50000000,50009253,"Universal","R","Drama"
"2042",2006-02-03,"When a Stranger Calls",15000000,47860214,67215435,"Sony Pictures","PG-13","Horror"
"2043",2002-02-08,"Big Fat Liar",15000000,47811275,52461017,"Universal","PG","Adventure"
"2044",1997-08-15,"Cop Land",15000000,44906632,63706632,"Miramax","R","Drama"
"2045",1997-12-25,"Wag the Dog",15000000,43057470,64252038,"New Line","R","Drama"
"2046",2003-05-02,"The Lizzie McGuire Movie",15000000,42734455,55534455,"Walt Disney","PG","Adventure"
"2047",1998-12-25,"The Faculty",15000000,40283321,40283321,"Miramax","R","Horror"
"2048",1993-06-09,"What's Love Got to Do With It",15000000,39100956,39100956,"Walt Disney","R","Drama"
"2049",2001-12-14,"Not Another Teen Movie",15000000,37882551,62401343,"Sony Pictures","R","Comedy"
"2050",2014-12-03,"Wild",15000000,37880356,52460543,"Fox Searchlight","R","Drama"
"2051",1962-12-16,"Lawrence of Arabia",15000000,37495385,69995385,"Sony Pictures","PG","Adventure"
"2052",2014-11-07,"The Theory of Everything",15000000,35893537,123327692,"Focus Features","PG-13","Drama"
"2053",2011-09-16,"Drive",15000000,35060689,81357930,"FilmDistrict","R","Action"
"2054",2003-04-18,"Malibu's Most Wanted",15000000,34308901,34499204,"Warner Bros","PG-13","Comedy"
"2055",2000-04-28,"Where the Heart Is",15000000,33771174,40862054,"20th Century Fox","PG-13","Drama"
"2056",2009-08-28,"Halloween 2",15000000,33392973,38512850,"Weinstein Dimension","R","Horror"
"2057",2009-03-13,"The Last House on the Left",15000000,32752215,46526243,"Universal","R","Horror"
"2058",2005-02-18,"Because of Winn-Dixie",15000000,32647042,33508485,"20th Century Fox","PG","Comedy"
"2059",1987-09-25,"The Princess Bride",15000000,30857000,30858487,"20th Century Fox","PG","Adventure"
"2060",2002-07-12,"Halloween: Resurrection",15000000,30259652,37659652,"Miramax Dimension","R","Horror"
"2061",2007-12-25,"The Great Debaters",15000000,30226144,30261293,"Weinstein Co","PG-13","Drama"
"2062",2014-08-22,"When the Game Stands Tall",15000000,30127963,30138912,"Sony Pictures","PG","Drama"
"2063",2007-05-11,"28 Weeks Later",15000000,28638916,64232714,"20th Century Fox","R","Horror"
"2064",2000-04-21,"Love and Basketball",15000000,27441122,27709625,"New Line","PG-13","Drama"
"2065",2000-10-27,"Book of Shadows: Blair Witch 2",15000000,26421314,47721314,"Artisan","R","Horror"
"2066",1997-10-10,"Boogie Nights",15000000,26410771,43111725,"New Line","R","Drama"
"2067",2010-07-23,"Ramona and Beezus",15000000,26167002,27469621,"20th Century Fox","G","Adventure"
"2068",1993-11-05,"The Remains of the Day",15000000,22954968,63954968,"Sony Pictures","PG","Drama"
"2069",1993-01-15,"Nowhere to Run",15000000,22189039,52189039,"Sony Pictures","R","Action"
"2070",2000-09-22,"Urban Legends: Final Cut",15000000,21468807,38574362,"Sony Pictures","R","Horror"
"2071",2013-03-29,"The Place Beyond the Pines",15000000,21403519,47011449,"Focus Features","R","Drama"
"2072",2006-10-20,"Flicka",15000000,21000147,21896367,"20th Century Fox","PG","Drama"
"2073",2007-03-23,"The Hills Have Eyes II",15000000,20804166,37466538,"20th Century Fox","R","Horror"
"2074",2016-04-29,"Keanu",15000000,20591853,20688141,"Warner Bros","R","Comedy"
"2075",2010-12-22,"Country Strong",15000000,20218921,20601987,"Sony Pictures","PG-13","Drama"
"2076",2002-10-11,"Tuck Everlasting",15000000,19161999,19344615,"Walt Disney","PG","Drama"
"2077",2006-10-13,"The Marine",15000000,18844784,22165608,"20th Century Fox","PG-13","Action"
"2078",1998-03-06,"The Big Lebowski",15000000,17498804,46189568,"Gramercy","R","Comedy"
"2079",2009-06-26,"The Hurt Locker",15000000,17017811,49894223,"Summit Entertainment","R","Drama"
"2080",2012-11-02,"The Man with the Iron Fists",15000000,15634090,22018988,"Universal","R","Action"
"2081",1984-05-11,"Firestarter",15000000,15136870,15136870,"Universal",NA,"Horror"
"2082",2001-04-20,"Freddy Got Fingered",15000000,14249005,14249005,"20th Century Fox","R","Comedy"
"2083",2011-08-19,"One Day",15000000,13843771,59168692,"Focus Features","PG-13","Drama"
"2084",2004-06-25,"De-Lovely",15000000,13337299,18524496,"MGM","PG-13","Drama"
"2085",2009-10-02,"Whip It",15000000,13077184,18889972,"Fox Searchlight","PG-13","Comedy"
"2086",2000-09-01,"Highlander: Endgame",15000000,12801190,12801190,"Miramax Dimension","R","Action"
"2087",2017-01-20,"The Founder",15000000,12786053,24408130,"Weinstein Co","PG-13","Drama"
"2088",2003-04-25,"Confidence",15000000,12212417,12212417,"Lionsgate","R","Drama"
"2089",2002-10-11,"Knockaround Guys",15000000,11660180,12419700,"New Line","R","Drama"
"2090",1999-08-27,"The Muse",15000000,11614954,11614954,"October Films","PG-13","Comedy"
"2091",1998-04-03,"Barney's Great Adventure",15000000,11156471,11156471,"Polygram","G","Adventure"
"2092",1989-03-01,"New York Stories",15000000,10763469,10763469,"Walt Disney","PG","Drama"
"2093",2000-03-24,"Here on Earth",15000000,10494147,10845127,"20th Century Fox","PG-13","Drama"
"2094",2004-10-08,"Raise Your Voice",15000000,10411980,14811980,"New Line","PG","Drama"
"2095",1993-04-23,"The Dark Half",15000000,9579068,9579068,"Orion Pictures","R","Horror"
"2096",2007-03-02,"Black Snake Moan",15000000,9396870,10951153,"Paramount Vantage","R","Drama"
"2097",2003-02-21,"Dark Blue",15000000,9237470,12262065,"MGM","R","Drama"
"2098",2007-06-22,"A Mighty Heart",15000000,9176787,19153568,"Paramount Vantage","R","Drama"
"2099",2003-03-21,"Boat Trip",15000000,8586376,14933713,"Artisan","R","Comedy"
"2100",2002-05-22,"The Importance of Being Earnest",15000000,8378141,8378141,"Miramax","PG","Comedy"
"2101",2006-05-05,"Hoot",15000000,8117637,8224998,"New Line","PG","Adventure"
"2102",2008-02-08,"In Bruges",15000000,7800825,34533783,"Focus Features","R","Comedy"
"2103",2013-01-04,"Promised Land",15000000,7597898,12394562,"Focus Features","R","Drama"
"2104",2001-10-08,"Mulholland Drive",15000000,7219578,20785973,"Universal","R","Drama"
"2105",2008-08-20,"The Rocker",15000000,6409528,8767338,"20th Century Fox","PG-13","Comedy"
"2106",1999-09-24,"Jakob the Liar",15000000,4956401,4956401,"Sony Pictures","PG-13","Drama"
"2107",2005-10-21,"Kiss Kiss, Bang Bang",15000000,4235837,16829464,"Warner Bros","R","Comedy"
"2108",1999-04-30,"Idle Hands",15000000,4023741,4023741,"Sony Pictures","R","Horror"
"2109",2007-01-26,"Blood and Chocolate",15000000,3526588,6551310,"MGM","PG-13","Horror"
"2110",2010-09-22,"You Will Meet a Tall Dark Stranger",15000000,3247816,34247816,"Sony Pictures Classics","R","Drama"
"2111",2010-09-15,"Never Let Me Go",15000000,2434652,11173718,"Fox Searchlight","R","Drama"
"2112",2016-09-09,"The Disappointments Room",15000000,2423467,3144688,"Relativity","R","Horror"
"2113",2003-12-25,"The Company",15000000,2281585,3396508,"Sony Pictures","PG-13","Drama"
"2114",1999-10-22,"Crazy in Alabama",15000000,1954202,1954202,"Sony Pictures","PG-13","Drama"
"2115",1986-01-17,"The Clan of the Cave Bear",15000000,1953732,1953732,"Warner Bros",NA,"Adventure"
"2116",2006-06-02,"Banlieue 13",15000000,1200216,11599903,"Magnolia Pictures","R","Action"
"2117",1999-11-12,"Felicia's Journey",15000000,824295,1970268,"Artisan","PG-13","Drama"
"2118",2002-01-25,"Metropolis",15000000,673414,1405032,"Sony Pictures","PG-13","Adventure"
"2119",2013-04-26,"The Reluctant Fundamentalist",15000000,528731,528731,"IFC Films","R","Drama"
"2120",2004-02-06,"The Return",15000000,501752,5953886,"Kino International","PG-13","Drama"
"2121",2003-07-25,"Buffalo Soldiers",15000000,353743,353743,"Miramax","R","Comedy"
"2122",2010-08-27,"Centurion",15000000,123570,7885048,"Magnolia Pictures","R","Action"
"2123",2009-10-23,"Ong-Bak 2",15000000,102458,7583050,"Magnolia Pictures","R","Action"
"2124",2013-09-06,"Winnie Mandela",15000000,61847,61847,"Image Entertainment","R","Drama"
"2125",2011-11-04,"The Son of No One",15000000,30680,1148578,"Anchor Bay Entertai","R","Drama"
"2126",2002-10-25,"All the Queen's Men",15000000,22723,22723,"Strand","PG-13","Comedy"
"2127",2017-02-17,"In Dubious Battle",15000000,0,214182,"Momentum Pictures","R","Drama"
"2128",2015-07-01,"Magic Mike XXL",14500000,66013057,123709460,"Warner Bros","R","Comedy"
"2129",1996-11-01,"Romeo+Juliet",14500000,46338728,147542381,"20th Century Fox","PG-13","Drama"
"2130",2011-07-22,"Elle s'appelait Sarah",14500000,7691700,25480031,"Weinstein Co","PG-13","Drama"
"2131",2015-06-05,"Freedom",14500000,0,872757,"ARC Entertainment","R","Drama"
"2132",2008-11-12,"Slumdog Millionaire",14000000,141330703,384530440,"Fox Searchlight","R","Drama"
"2133",1974-12-17,"Towering Inferno",14000000,116000000,139700000,"20th Century Fox","PG","Action"
"2134",1988-05-25,"Crocodile Dundee 2",14000000,109306210,239606210,"Paramount Pictures","PG","Adventure"
"2135",1989-12-20,"Born on the Fourth of July",14000000,70001698,70001698,"Universal","R","Drama"
"2136",1993-10-01,"Cool Runnings",14000000,68856263,155056263,"Walt Disney","PG","Adventure"
"2137",2007-01-12,"Stomp the Yard",14000000,61356221,75525718,"Sony Pictures","PG-13","Drama"
"2138",2009-01-16,"My Bloody Valentine",14000000,51545952,102836002,"Lionsgate","R","Horror"
"2139",2012-08-31,"The Possession",14000000,49130588,82925064,"Lionsgate","PG-13","Horror"
"2140",1982-10-22,"First Blood",14000000,47212904,125212904,"Orion Pictures","R","Action"
"2141",1977-07-13,"The Spy Who Loved Me",14000000,46800000,185400000,"United Artists","PG","Action"
"2142",1998-09-25,"Urban Legend",14000000,38116707,72571864,"Sony Pictures","R","Horror"
"2143",1981-12-09,"Taps",14000000,35856053,35856053,"20th Century Fox","PG","Drama"
"2144",2012-02-24,"Tyler Perry's Good Deeds",14000000,35025791,35579177,"Lionsgate","PG-13","Drama"
"2145",1991-01-18,"White Fang",14000000,34729091,34729091,"Walt Disney","PG","Adventure"
"2146",1988-12-21,"Dangerous Liaisons",14000000,34700000,34700000,"Warner Bros","R","Drama"
"2147",1999-10-08,"Superstar",14000000,30628981,30628981,"Paramount Pictures","PG-13","Comedy"
"2148",2012-01-13,"The Iron Lady",14000000,29959436,115592104,"Weinstein Co","PG-13","Drama"
"2149",1993-07-23,"Poetic Justice",14000000,27450453,27450453,"Sony Pictures","R","Drama"
"2150",2002-10-04,"Jonah: A VeggieTales Movie",14000000,25571351,25608779,"Artisan","G","Adventure"
"2151",2002-03-08,"All About the Benjamins",14000000,25482931,25873145,"New Line","R","Comedy"
"2152",1977-06-17,"Exorcist II: The Heretic",14000000,25011000,25011000,"Warner Bros",NA,"Horror"
"2153",2010-03-12,"Our Family Wedding",14000000,20255281,21410546,"Fox Searchlight","PG-13","Comedy"
"2154",1995-10-27,"Vampire in Brooklyn",14000000,19637147,19637147,"Paramount Pictures","R","Horror"
"2155",2006-05-05,"An American Haunting",14000000,16298046,30443277,"Freestyle Releasing","PG-13","Horror"
"2156",1996-10-25,"Thinner",14000000,15171475,15171475,"Paramount Pictures","R","Horror"
"2157",1999-05-14,"Tea with Mussolini",14000000,14395874,14395874,"MGM","PG","Drama"
"2158",2002-04-26,"Jason X",14000000,13121555,16951798,"New Line","R","Horror"
"2159",1994-05-13,"Crooklyn",14000000,13024170,13024170,"Universal","PG-13","Comedy"
"2160",2015-02-20,"Hot Tub Time Machine 2",14000000,12314651,12452601,"Paramount Pictures","R","Comedy"
"2161",2006-11-17,"Bobby",14000000,11242801,20597806,"MGM","R","Drama"
"2162",2012-10-26,"Fun Size",14000000,9409538,11166615,"Paramount Pictures","PG-13","Comedy"
"2163",2007-11-30,"Le Scaphandre et le Papillon",14000000,5990075,22754472,"Miramax","PG-13","Drama"
"2164",2006-10-06,"Little Children",14000000,5463019,14121177,"New Line","R","Drama"
"2165",2000-04-21,"Gossip",14000000,5108820,12591270,"Warner Bros","R","Drama"
"2166",1999-03-26,"A Walk on the Moon",14000000,4741987,4741987,"Miramax","R","Drama"
"2167",2015-10-23,"Suffragette",14000000,4702420,34044909,"Focus Features","PG-13","Drama"
"2168",2014-12-19,"Mr. Turner",14000000,3958546,25187026,"Sony Pictures Classics","R","Drama"
"2169",2001-09-07,"Soul Survivors",14000000,3100650,4288246,"Artisan","PG-13","Horror"
"2170",1995-03-31,"Jefferson in Paris",14000000,2461628,2461628,"Walt Disney","PG-13","Drama"
"2171",1978-01-01,"Caravans",14000000,1000000,1000000,"Universal",NA,"Adventure"
"2172",2008-09-26,"The Lucky Ones",14000000,266967,266967,"Lionsgate","R","Drama"
"2173",2011-09-30,"Margaret",14000000,47185,623292,"Fox Searchlight","R","Drama"
"2174",2005-12-09,"Brokeback Mountain",13900000,83043761,177012173,"Focus Features","R","Drama"
"2175",1995-07-01,"Clueless",13700000,56598476,56598476,"Paramount Pictures","PG-13","Comedy"
"2176",1990-03-30,"Teenage Mutant Ninja Turtles",13500000,135265915,202000000,"New Line","PG","Adventure"
